Provincias;Tasas;Sexo;Periodo;Total
41 Sevilla;Tasa de actividad;Ambos sexos;2018T2;58,63
41 Sevilla;Tasa de actividad;Ambos sexos;2018T1;59,03
41 Sevilla;Tasa de actividad;Ambos sexos;2017T4;58,34
41 Sevilla;Tasa de actividad;Ambos sexos;2017T3;58,30
41 Sevilla;Tasa de actividad;Ambos sexos;2017T2;58,63
41 Sevilla;Tasa de actividad;Ambos sexos;2017T1;58,51
41 Sevilla;Tasa de actividad;Ambos sexos;2016T4;58,78
41 Sevilla;Tasa de actividad;Ambos sexos;2016T3;57,92
41 Sevilla;Tasa de actividad;Ambos sexos;2016T2;58,95
41 Sevilla;Tasa de actividad;Ambos sexos;2016T1;59,06
41 Sevilla;Tasa de actividad;Ambos sexos;2015T4;60,19
41 Sevilla;Tasa de actividad;Ambos sexos;2015T3;59,99
41 Sevilla;Tasa de actividad;Ambos sexos;2015T2;60,53
41 Sevilla;Tasa de actividad;Ambos sexos;2015T1;60,24
41 Sevilla;Tasa de actividad;Ambos sexos;2014T4;60,81
41 Sevilla;Tasa de actividad;Ambos sexos;2014T3;59,11
41 Sevilla;Tasa de actividad;Ambos sexos;2014T2;59,03
41 Sevilla;Tasa de actividad;Ambos sexos;2014T1;59,17
41 Sevilla;Tasa de actividad;Ambos sexos;2013T4;59,68
41 Sevilla;Tasa de actividad;Ambos sexos;2013T3;58,41
41 Sevilla;Tasa de actividad;Ambos sexos;2013T2;60,11
41 Sevilla;Tasa de actividad;Ambos sexos;2013T1;59,96
41 Sevilla;Tasa de actividad;Ambos sexos;2012T4;59,77
41 Sevilla;Tasa de actividad;Ambos sexos;2012T3;59,30
41 Sevilla;Tasa de actividad;Ambos sexos;2012T2;60,50
41 Sevilla;Tasa de actividad;Ambos sexos;2012T1;60,13
41 Sevilla;Tasa de actividad;Ambos sexos;2011T4;59,57
41 Sevilla;Tasa de actividad;Ambos sexos;2011T3;59,31
41 Sevilla;Tasa de actividad;Ambos sexos;2011T2;59,94
41 Sevilla;Tasa de actividad;Ambos sexos;2011T1;60,09
41 Sevilla;Tasa de actividad;Ambos sexos;2010T4;59,38
41 Sevilla;Tasa de actividad;Ambos sexos;2010T3;59,01
41 Sevilla;Tasa de actividad;Ambos sexos;2010T2;59,50
41 Sevilla;Tasa de actividad;Ambos sexos;2010T1;58,96
41 Sevilla;Tasa de actividad;Ambos sexos;2009T4;59,40
41 Sevilla;Tasa de actividad;Ambos sexos;2009T3;58,25
41 Sevilla;Tasa de actividad;Ambos sexos;2009T2;59,96
41 Sevilla;Tasa de actividad;Ambos sexos;2009T1;60,15
41 Sevilla;Tasa de actividad;Ambos sexos;2008T4;60,28
41 Sevilla;Tasa de actividad;Ambos sexos;2008T3;58,89
41 Sevilla;Tasa de actividad;Ambos sexos;2008T2;59,36
41 Sevilla;Tasa de actividad;Ambos sexos;2008T1;58,71
41 Sevilla;Tasa de actividad;Ambos sexos;2007T4;58,06
41 Sevilla;Tasa de actividad;Ambos sexos;2007T3;58,56
41 Sevilla;Tasa de actividad;Ambos sexos;2007T2;58,30
41 Sevilla;Tasa de actividad;Ambos sexos;2007T1;57,81
41 Sevilla;Tasa de actividad;Ambos sexos;2006T4;57,99
41 Sevilla;Tasa de actividad;Ambos sexos;2006T3;56,78
41 Sevilla;Tasa de actividad;Ambos sexos;2006T2;57,44
41 Sevilla;Tasa de actividad;Ambos sexos;2006T1;57,07
41 Sevilla;Tasa de actividad;Ambos sexos;2005T4;57,42
41 Sevilla;Tasa de actividad;Ambos sexos;2005T3;56,26
41 Sevilla;Tasa de actividad;Ambos sexos;2005T2;56,77
41 Sevilla;Tasa de actividad;Ambos sexos;2005T1;56,17
41 Sevilla;Tasa de actividad;Ambos sexos;2004T4;56,59
41 Sevilla;Tasa de actividad;Ambos sexos;2004T3;56,84
41 Sevilla;Tasa de actividad;Ambos sexos;2004T2;56,01
41 Sevilla;Tasa de actividad;Ambos sexos;2004T1;55,44
41 Sevilla;Tasa de actividad;Ambos sexos;2003T4;55,76
41 Sevilla;Tasa de actividad;Ambos sexos;2003T3;54,68
41 Sevilla;Tasa de actividad;Ambos sexos;2003T2;54,73
41 Sevilla;Tasa de actividad;Ambos sexos;2003T1;53,90
41 Sevilla;Tasa de actividad;Ambos sexos;2002T4;54,37
41 Sevilla;Tasa de actividad;Ambos sexos;2002T3;54,52
41 Sevilla;Tasa de actividad;Ambos sexos;2002T2;54,52
41 Sevilla;Tasa de actividad;Ambos sexos;2002T1;53,95
41 Sevilla;Tasa de paro de la población;Ambos sexos;2026T1;12,00
41 Sevilla;Tasa de paro de la población;Ambos sexos;2025T4;13,20
41 Sevilla;Tasa de paro de la población;Ambos sexos;2025T3;14,41
41 Sevilla;Tasa de paro de la población;Ambos sexos;2025T2;13,89
41 Sevilla;Tasa de paro de la población;Ambos sexos;2025T1;13,96
41 Sevilla;Tasa de paro de la población;Ambos sexos;2024T4;12,49
41 Sevilla;Tasa de paro de la población;Ambos sexos;2024T3;13,84
41 Sevilla;Tasa de paro de la población;Ambos sexos;2024T2;14,63
41 Sevilla;Tasa de paro de la población;Ambos sexos;2024T1;14,85
41 Sevilla;Tasa de paro de la población;Ambos sexos;2023T4;15,79
41 Sevilla;Tasa de paro de la población;Ambos sexos;2023T3;16,29
41 Sevilla;Tasa de paro de la población;Ambos sexos;2023T2;18,01
41 Sevilla;Tasa de paro de la población;Ambos sexos;2023T1;16,84
41 Sevilla;Tasa de paro de la población;Ambos sexos;2022T4;16,03
41 Sevilla;Tasa de paro de la población;Ambos sexos;2022T3;17,61
41 Sevilla;Tasa de paro de la población;Ambos sexos;2022T2;17,92
41 Sevilla;Tasa de paro de la población;Ambos sexos;2022T1;17,99
41 Sevilla;Tasa de paro de la población;Ambos sexos;2021T4;19,98
41 Sevilla;Tasa de paro de la población;Ambos sexos;2021T3;23,13
41 Sevilla;Tasa de paro de la población;Ambos sexos;2021T2;21,50
41 Sevilla;Tasa de paro de la población;Ambos sexos;2021T1;23,57
41 Sevilla;Tasa de paro de la población;Ambos sexos;2020T4;22,44
41 Sevilla;Tasa de paro de la población;Ambos sexos;2020T3;23,75
41 Sevilla;Tasa de paro de la población;Ambos sexos;2020T2;20,50
41 Sevilla;Tasa de paro de la población;Ambos sexos;2020T1;21,70
41 Sevilla;Tasa de paro de la población;Ambos sexos;2019T4;20,74
41 Sevilla;Tasa de paro de la población;Ambos sexos;2019T3;21,42
41 Sevilla;Tasa de paro de la población;Ambos sexos;2019T2;21,83
41 Sevilla;Tasa de paro de la población;Ambos sexos;2019T1;22,02
41 Sevilla;Tasa de paro de la población;Ambos sexos;2018T4;20,94
41 Sevilla;Tasa de paro de la población;Ambos sexos;2018T3;22,25
41 Sevilla;Tasa de paro de la población;Ambos sexos;2018T2;22,16
41 Sevilla;Tasa de paro de la población;Ambos sexos;2018T1;24,41
41 Sevilla;Tasa de paro de la población;Ambos sexos;2017T4;22,42
41 Sevilla;Tasa de paro de la población;Ambos sexos;2017T3;23,54
41 Sevilla;Tasa de paro de la población;Ambos sexos;2017T2;24,76
41 Sevilla;Tasa de paro de la población;Ambos sexos;2017T1;26,37
41 Sevilla;Tasa de paro de la población;Ambos sexos;2016T4;27,03
41 Sevilla;Tasa de paro de la población;Ambos sexos;2016T3;28,02
41 Sevilla;Tasa de paro de la población;Ambos sexos;2016T2;27,01
41 Sevilla;Tasa de paro de la población;Ambos sexos;2016T1;28,49
41 Sevilla;Tasa de paro de la población;Ambos sexos;2015T4;29,08
41 Sevilla;Tasa de paro de la población;Ambos sexos;2015T3;31,23
41 Sevilla;Tasa de paro de la población;Ambos sexos;2015T2;29,31
41 Sevilla;Tasa de paro de la población;Ambos sexos;2015T1;32,38
41 Sevilla;Tasa de paro de la población;Ambos sexos;2014T4;31,41
41 Sevilla;Tasa de paro de la población;Ambos sexos;2014T3;33,49
41 Sevilla;Tasa de paro de la población;Ambos sexos;2014T2;32,36
41 Sevilla;Tasa de paro de la población;Ambos sexos;2014T1;33,85
41 Sevilla;Tasa de paro de la población;Ambos sexos;2013T4;35,27
41 Sevilla;Tasa de paro de la población;Ambos sexos;2013T3;34,03
41 Sevilla;Tasa de paro de la población;Ambos sexos;2013T2;33,45
41 Sevilla;Tasa de paro de la población;Ambos sexos;2013T1;33,29
41 Sevilla;Tasa de paro de la población;Ambos sexos;2012T4;32,62
41 Sevilla;Tasa de paro de la población;Ambos sexos;2012T3;32,63
41 Sevilla;Tasa de paro de la población;Ambos sexos;2012T2;30,69
41 Sevilla;Tasa de paro de la población;Ambos sexos;2012T1;30,05
41 Sevilla;Tasa de paro de la población;Ambos sexos;2011T4;28,37
41 Sevilla;Tasa de paro de la población;Ambos sexos;2011T3;27,84
41 Sevilla;Tasa de paro de la población;Ambos sexos;2011T2;25,81
41 Sevilla;Tasa de paro de la población;Ambos sexos;2011T1;26,51
41 Sevilla;Tasa de paro de la población;Ambos sexos;2010T4;24,42
41 Sevilla;Tasa de paro de la población;Ambos sexos;2010T3;26,64
41 Sevilla;Tasa de paro de la población;Ambos sexos;2010T2;24,47
41 Sevilla;Tasa de paro de la población;Ambos sexos;2010T1;25,54
41 Sevilla;Tasa de paro de la población;Ambos sexos;2009T4;25,15
41 Sevilla;Tasa de paro de la población;Ambos sexos;2009T3;24,11
41 Sevilla;Tasa de paro de la población;Ambos sexos;2009T2;22,65
41 Sevilla;Tasa de paro de la población;Ambos sexos;2009T1;22,16
41 Sevilla;Tasa de paro de la población;Ambos sexos;2008T4;19,72
41 Sevilla;Tasa de paro de la población;Ambos sexos;2008T3;15,89
41 Sevilla;Tasa de paro de la población;Ambos sexos;2008T2;14,09
41 Sevilla;Tasa de paro de la población;Ambos sexos;2008T1;14,13
41 Sevilla;Tasa de paro de la población;Ambos sexos;2007T4;13,18
41 Sevilla;Tasa de paro de la población;Ambos sexos;2007T3;12,82
41 Sevilla;Tasa de paro de la población;Ambos sexos;2007T2;12,89
41 Sevilla;Tasa de paro de la población;Ambos sexos;2007T1;12,88
41 Sevilla;Tasa de paro de la población;Ambos sexos;2006T4;12,89
41 Sevilla;Tasa de paro de la población;Ambos sexos;2006T3;13,04
41 Sevilla;Tasa de paro de la población;Ambos sexos;2006T2;12,12
41 Sevilla;Tasa de paro de la población;Ambos sexos;2006T1;13,33
41 Sevilla;Tasa de paro de la población;Ambos sexos;2005T4;13,00
41 Sevilla;Tasa de paro de la población;Ambos sexos;2005T3;14,40
41 Sevilla;Tasa de paro de la población;Ambos sexos;2005T2;13,07
41 Sevilla;Tasa de paro de la población;Ambos sexos;2005T1;14,73
41 Sevilla;Tasa de paro de la población;Ambos sexos;2004T4;16,32
41 Sevilla;Tasa de paro de la población;Ambos sexos;2004T3;17,79
41 Sevilla;Tasa de paro de la población;Ambos sexos;2004T2;17,94
41 Sevilla;Tasa de paro de la población;Ambos sexos;2004T1;17,00
41 Sevilla;Tasa de paro de la población;Ambos sexos;2003T4;17,10
41 Sevilla;Tasa de paro de la población;Ambos sexos;2003T3;18,22
41 Sevilla;Tasa de paro de la población;Ambos sexos;2003T2;17,93
41 Sevilla;Tasa de paro de la población;Ambos sexos;2003T1;20,05
41 Sevilla;Tasa de paro de la población;Ambos sexos;2002T4;21,21
41 Sevilla;Tasa de paro de la población;Ambos sexos;2002T3;19,31
41 Sevilla;Tasa de paro de la población;Ambos sexos;2002T2;19,20
41 Sevilla;Tasa de paro de la población;Ambos sexos;2002T1;20,61
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2026T1;50,62
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2025T4;50,92
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2025T3;50,05
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2025T2;49,48
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2025T1;49,05
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2024T4;50,94
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2024T3;49,95
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2024T2;49,36
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2024T1;47,98
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2023T4;48,91
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2023T3;48,23
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2023T2;47,57
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2023T1;48,72
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2022T4;48,58
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2022T3;48,65
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2022T2;47,20
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2022T1;47,44
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2021T4;46,75
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2021T3;44,48
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2021T2;45,83
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2021T1;43,68
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2020T4;44,63
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2020T3;43,28
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2020T2;42,89
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2020T1;45,91
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2019T4;46,77
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2019T3;46,20
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2019T2;46,13
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2019T1;45,82
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2018T4;46,95
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2018T3;45,71
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2018T2;45,64
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2018T1;44,62
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2017T4;45,26
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2017T3;44,58
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2017T2;44,12
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2017T1;43,08
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2016T4;42,89
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2016T3;41,69
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2016T2;43,02
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2016T1;42,23
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2015T4;42,69
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2015T3;41,25
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2015T2;42,79
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2015T1;40,74
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2014T4;41,71
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2014T3;39,32
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2014T2;39,93
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2014T1;39,14
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2013T4;38,63
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2013T3;38,53
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2013T2;40,00
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2013T1;40,00
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2012T4;40,28
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2012T3;39,95
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2012T2;41,93
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2012T1;42,06
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2011T4;42,67
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2011T3;42,80
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2011T2;44,47
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2011T1;44,16
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2010T4;44,88
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2010T3;43,29
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2010T2;44,94
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2010T1;43,91
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2009T4;44,46
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2009T3;44,21
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2009T2;46,38
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2009T1;46,82
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2008T4;48,39
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2008T3;49,54
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2008T2;50,99
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2008T1;50,41
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2007T4;50,41
41 Sevilla;Tasa de empleo de la población;Ambos sexos;2007T3;51,05
